STATE,CITY,AREA,CRAWL DATE, HOTEL RATING,SPECIAL ADDED VALUE,HOTELS LOCATION RATING,EXCELLENT EXPERIENCE REPORTED BY VISITORS,AVERAGE EXPERIENCE REPORTED BY VISITOR,POOR EXPERIENCE REPORTED BY VISITORS,TERRIBLE EXPERIENCE REPROTED BY VISITOR,PROPERTY TYPE,QUERY DATE,QUERY TIME,RATING BASED ON VALUE FOR MONEY,RATING BASED ON FOOD,APPROVAL RATING
Rajasthan,Jaipur,Sodala,26-06-2016,2,no,4,2,1,1,0,Hotel,26-06-2016,5.24.23 AM,4.2,3,65.75
Karnataka,Bangalore,Vittal Mallya Rd,26-06-2016,5,no,4.5,2,1,0,0,Hotel,26-06-2016,5.24.23 AM,4.8,3.5,74.875
Karnataka,Bangalore,Langford Town,26-06-2016,3,no,5,2,0,0,0,Hotel,26-06-2016,5.24.23 AM,5,2.5,78.125
Rajasthan,Jaipur,Jaipur Airport,26-06-2016,1,no,4,2,0,0,0,Hotel,26-06-2016,5.24.23 AM,5,4.5,75.625
Rajasthan,Jaipur,Tonk Road,26-06-2016,5,no,4.4,167,32,16,7,Hotel,26-06-2016,5.24.23 AM,4.2,3.3,65.625
Karnataka,Bangalore,Bangalore Airport Road,26-06-2016,3,no,2,0,0,1,0,Hotel,26-06-2016,5.24.23 AM,2,3,43.75
Rajasthan,Jaipur,MI Road,26-06-2016,3,no,4.7,25,7,4,1,Hotel,26-06-2016,5.24.23 AM,4.2,3.6,70
TamilNadu,Chennai,OMR - Old Mahabalipuram Road,26-06-2016,3,no,4.2,6,3,0,0,Hotel,26-06-2016,5.24.23 AM,4.8,3.4,68.75
Maharashtra,Lonavala And Khandala,Old Mumbai Pune Highway,26-06-2016,3,no,4.1,50,59,26,7,Hotel,26-06-2016,5.24.23 AM,3.7,3,58.75
Maharashtra,Lonavala And Khandala,Gold Valley,26-06-2016,3,no,3.9,31,20,9,2,Hotel,26-06-2016,5.24.23 AM,4.2,2.8,58
Rajasthan,Jaipur,Amba-Bari,26-06-2016,1,no,3.8,2,2,0,0,Hotel,26-06-2016,5.24.23 AM,4.4,4.5,68.625
Tamil Nadu,Chennai,T Nagar,26-06-2016,5,no,4.6,70,18,4,1,Hotel,26-06-2016,5.24.23 AM,4.3,3.9,69.875
Tamil Nadu,Chennai,T Nagar,26-06-2016,3,no,4,16,40,21,11,Hotel,26-06-2016,5.24.23 AM,3.4,3.1,56.375
Tamil Nadu,Chennai,Pallavaram,26-06-2016,1,no,3.5,1,0,0,1,Hotel,26-06-2016,5.24.23 AM,3,3,48.75
Tamil Nadu,Chennai,ECR - East Coast Road,26-06-2016,5,no,4.9,39,2,2,0,Hotel,26-06-2016,5.24.23 AM,4.7,2.9,67.625
Tamil Nadu,Ooty,Ettines Road,26-06-2016,2,no,3,1,1,2,2,Hotel,26-06-2016,5.24.23 AM,2.7,0,39.5
Tamilnadu,Chennai,Koyambedu,26-06-2016,2,yes,3.7,0,0,1,1,Hotel,26-06-2016,5.24.23 AM,2.3,0,30
Tamilnadu,Chennai,Egmore,26-06-2016,3,no,4.5,2,1,1,0,Hotel,26-06-2016,5.24.23 AM,4,4,66.5
Tamil Nadu,Chennai,Alwarpet,26-06-2016,2,no,4.2,3,3,1,1,Hotel,26-06-2016,5.24.23 AM,4,2.2,59.25
Andhra Pradesh,Vishakhapatnam,Kirlampudi Layout,25-07-2016,2,yes,4.6,40,1,1,1,Hotel,25-07-2016,4.19.27 PM,4.7,2.8,73.5
Andhra Pradesh,Vishakhapatnam,Gajuwaka,25-07-2016,3,no,4.6,20,1,0,0,Hotel,25-07-2016,4.19.27 PM,4.7,1.6,72
HARYANA,New Delhi And NCR,Gurgaon,25-07-2016,3,no,3.6,0,1,3,0,Hotel,25-07-2016,4.19.27 PM,2.4,1.2,44.5
Andhra Pradesh,Tirupati,Tirupati Railway Station,25-07-2016,3,yes,4.4,114,22,5,2,Hotel,25-07-2016,4.19.27 PM,4.6,2.7,71.875
Maharashtra,Pune,Shivaji Nagar,25-07-2016,4,no,4.6,128,50,20,6,Hotel,25-07-2016,4.19.27 PM,4.2,2.6,68.25
Andhra pradesh,Vishakhapatnam,Sivaji Palem,25-07-2016,1,yes,4.2,2,1,0,1,Hotel,25-07-2016,4.19.27 PM,3.8,1.6,60
Andhra pradesh,Tirupati,Tirupati Railway Station,25-07-2016,3,no,4.3,120,121,30,10,Hotel,25-07-2016,4.19.27 PM,3.9,3.2,64.5
Punjab,Chandigarh,Manimajra,25-07-2016,3,no,4.6,11,6,5,0,Hotel,25-07-2016,4.19.27 PM,4,3.4,68.25
Pondicherry,Pondicherry,Subbiah Salai,25-07-2016,3,yes,4.8,32,3,1,0,Hotel,25-07-2016,4.19.27 PM,4.5,2.6,72.75
uttar pradesh,Varanasi,Ramapura,25-07-2016,1,yes,4.5,7,0,0,2,Hotel,25-07-2016,4.19.27 PM,4.2,2.3,68.375
Maharashtra,Mumbai,Mumbai Domestic Airport,25-07-2016,5,no,4.6,239,101,36,14,Hotel,25-07-2016,4.19.27 PM,4.1,3.3,68.625
Andra Pradesh,Vishakhapatnam,Daspalla Hills,25-07-2016,1,no,4.3,3,1,2,0,Hotel,25-07-2016,4.19.27 PM,3.8,2.3,63.375
Tamil Nadu,Chennai,T Nagar,25-07-2016,5,no,4.5,85,19,11,2,Hotel,25-07-2016,4.19.27 PM,4.3,3.4,70.25
Tamil Nadu,Yelagiri,Athanavur Main Road,25-07-2016,3,no,4.7,47,13,6,0,Hotel,25-07-2016,4.19.27 PM,4.5,2.9,71.625
Tamil  Nadu,Kanchipuram,Gandhi Road,25-07-2016,3,no,4.5,32,12,1,0,Hotel,25-07-2016,4.19.27 PM,4.5,2.9,70.625
Punjab,Chandigarh,Zirakpur,25-07-2016,3,no,4.4,124,31,11,4,Hotel,25-07-2016,4.19.27 PM,4.3,2.8,69.5
Goa,Goa,South Goa,25-07-2016,3,no,4.4,25,12,1,2,Hotel,25-07-2016,4.19.27 PM,4.3,3,68.25
Maharashtra,Shirdi,Sai Baba Temple,25-07-2016,3,no,4,1,1,1,0,Hotel,25-07-2016,4.19.27 PM,3.5,3.2,62.5
TamilNadu,Pondicherry,Manjakuppam,25-07-2016,1,no,4.6,9,0,1,0,Hotel,25-07-2016,4.19.27 PM,4.9,1.8,72.75
Tamil Nadu,Yercaud,Lady's Seat Road,25-07-2016,1,no,4.1,12,10,8,3,Hotel,25-07-2016,4.19.27 PM,3.7,3,61.75
kerala,Wayanad,Vythiri,25-07-2016,3,no,3,1,1,2,0,Hotel,25-07-2016,4.19.27 PM,3.8,2.8,56.5
kerala,Wayanad,Vythiri,25-07-2016,5,no,4.6,26,12,0,1,Hotel,25-07-2016,4.19.27 PM,4.4,2.3,70.375
Uttar Pradesh,Varanasi,The Mall Cantonment,25-07-2016,3,no,3.8,7,2,3,2,Hotel,25-07-2016,4.19.27 PM,3.6,3.7,61.125
Himachal Pradesh,Manali,Vashisht Road,25-07-2016,2,no,5,2,0,1,0,Hotel,25-07-2016,4.19.27 PM,4.2,3.2,71
Kerala,Wayanad,Thirunelli,25-07-2016,2,no,5,2,0,0,0,Hotel,25-07-2016,4.19.27 PM,4.4,3,73.75
Jaipur,Jaipur,Amer Road,25-07-2016,1,no,4.5,0,1,0,0,Hotel,25-07-2016,4.19.27 PM,3.5,3.5,66.875
Andhrapradesh,Vijaywada,Eluru Road,25-07-2016,3,no,4,19,14,14,3,Hotel,25-07-2016,4.19.27 PM,3.6,2.7,58.875
Andhra Pradesh,Vishakhapatnam,Jagadamba Junction,25-07-2016,4,no,4.6,49,12,8,4,Hotel,25-07-2016,4.19.27 PM,4.3,3.2,69
Tamil Nadu,Chennai,"Chennai Guindy, Airport Road",25-07-2016,5,no,4.6,114,31,10,3,Hotel,25-07-2016,4.19.27 PM,4.2,3.6,71
HP,Dalhousie,Gandhi Chowk,25-07-2016,2,no,4,7,5,5,4,Hotel,25-07-2016,4.19.27 PM,3.6,2.5,57.125
KARNATAKA,Mysore,Hebbal,25-07-2016,5,no,4.3,294,38,8,1,Hotel,25-07-2016,4.19.27 PM,4.7,3.7,73.125
Himachal Pradesh,Manali,Naggar Road,25-07-2016,3,yes,3.6,7,1,4,2,Hotel,25-07-2016,4.19.27 PM,3.6,2.9,57.625
Kerala,Wayanad,Vythiri,25-07-2016,1,no,4.5,13,8,2,1,Hotel,25-07-2016,4.19.27 PM,4,3.7,67.125
Goa,Goa,North Goa,25-07-2016,5,no,4.1,90,14,10,3,Hotel,25-07-2016,4.19.27 PM,4.3,3.1,68.375
Maharashtra,Aurangabad,Ram Nagar,25-07-2016,2,no,4.3,2,1,0,0,Hotel,25-07-2016,4.19.27 PM,4.7,4.3,71.875
Maharashtra,Shirdi,Taluka-Rahata,25-07-2016,2,no,3.8,8,9,7,1,Hotel,25-07-2016,4.19.27 PM,3.5,4,61.5
Maharashtra,Lonavala And Khandala,Lonavala And Khandala ST Bus Stand,25-07-2016,2,no,4.4,7,2,7,0,Hotel,25-07-2016,4.19.27 PM,4,2.3,60.875
Tamil Nadu,Yercaud,Yercaud,25-07-2016,3,no,4,1,0,0,0,Hotel,25-07-2016,4.19.27 PM,4.5,2,67.5
Maharastra,Pune,Hinjewadi,25-07-2016,4,no,4.4,28,5,4,1,Hotel,25-07-2016,4.19.27 PM,4.1,3.2,69.5
New Delhi,New Delhi And NCR,New Delhi Railway Station,04-09-2016,2,no,3.2,10,11,25,16,Hotel,04-09-2016,11.26.49 AM,2.8,1.8,45.75
Karnataka,Bangalore,Marathahalli,04-09-2016,2,no,4.5,43,19,13,2,Hotel,04-09-2016,11.26.49 AM,3.9,2.3,58.875
New Delhi and NCR,New Delhi And NCR,Noida,04-09-2016,3,no,4.2,0,1,1,1,Hotel,04-09-2016,11.26.49 AM,3.5,3,51.25
Tamil nadu,Ooty,Sheddon Road,04-09-2016,3,no,4.5,61,21,10,2,Hotel,04-09-2016,11.26.49 AM,4.1,3,67.75
Delhi,New Delhi And NCR,New Delhi Railway Station,04-09-2016,2,yes,3.8,0,1,2,0,Hotel,04-09-2016,11.26.49 AM,2.4,1.8,52.25
Tamilnadu,Chennai,T Nagar,04-09-2016,3,no,4.6,69,8,15,0,Hotel,04-09-2016,11.26.49 AM,4.1,2.8,60
Goa,Goa,South Goa,04-09-2016,3,no,3.6,60,21,8,2,Hotel,04-09-2016,11.26.49 AM,3.6,3,60.75
Delhi,New Delhi And NCR,"Chandni Chowk, New Delhi",04-09-2016,3,no,4.2,9,1,6,0,Hotel,04-09-2016,11.26.49 AM,3.5,1.1,60.375
Tamilnadu,Ooty,Udhagamandalam,04-09-2016,2,no,4.3,21,14,3,0,Villa,04-09-2016,11.26.49 AM,4.4,3,67.75
Tamil Nadu,Chennai,Mahatma Gandhi Road,04-09-2016,5,no,4.7,13,1,2,0,Hotel,04-09-2016,11.26.49 AM,4.4,3,72.75
Maharastra,Mumbai,Malad,04-09-2016,3,no,4,58,41,15,3,Hotel,04-09-2016,11.26.49 AM,3.9,3,61.75
Tamil Nadu,Chennai,Chennai Airport Road,04-09-2016,2,no,3.7,3,7,3,0,Hotel,04-09-2016,11.26.49 AM,3.8,2.1,60.125
Karnataka,Bangalore,Infantry Road,04-09-2016,3,no,4.5,30,12,2,3,Hotel,04-09-2016,11.26.49 AM,4.1,3.2,67.5
Delhi,New Delhi And NCR,New Delhi Railway Station,04-09-2016,2,no,3.5,0,2,0,0,Hotel,04-09-2016,11.26.49 AM,4,3.5,41.875
Delhi,New Delhi And NCR,Pitampura,04-09-2016,2,no,5,1,0,0,0,Hotel,04-09-2016,11.26.49 AM,5,0,75
Delhi,New Delhi And NCR,Central Delhi,04-09-2016,5,no,4.9,14,1,1,0,Hotel,04-09-2016,11.26.49 AM,4.8,3.9,75.375
tamil nadu,Ooty,Westbury Road,04-09-2016,2,no,1.4,40,72,79,22,Hotel,04-09-2016,11.26.49 AM,1.4,2.5,31.125
New Delhi,New Delhi And NCR,Mahipalpur,04-09-2016,3,no,4,6,0,4,0,Hotel,04-09-2016,11.26.49 AM,4,3.2,63
New Delhi,New Delhi And NCR,New Delhi Railway Station,04-09-2016,3,no,4.3,70,24,8,3,Hotel,04-09-2016,11.26.49 AM,4.3,3.4,68.75
Delhi,New Delhi And NCR,New Delhi Railway Station,04-09-2016,3,yes,4.3,9,3,10,1,Hotel,04-09-2016,11.26.49 AM,3.3,1.5,55.875
Tamil Nadu,Ooty,Nilgiris,04-09-2016,4,no,4.2,3,2,2,1,Hotel,04-09-2016,11.26.49 AM,3.4,2.4,61
Tamil Nadu,Chennai,Chennai Egmore Railway Station,04-09-2016,3,yes,4.2,29,32,21,5,Hotel,04-09-2016,11.26.49 AM,3.6,2.3,59.375
Tamil Nadu,Chennai,South Chennai,04-09-2016,4,no,4.5,63,16,8,1,Hotel,04-09-2016,11.26.49 AM,4.3,2.6,67.75
Maharashtra,Lonavala And Khandala,Gold Valley,04-09-2016,3,no,3.7,21,11,16,4,Hotel,04-09-2016,11.26.49 AM,3.4,0.6,52.25
Goa,Goa,North Goa,04-09-2016,1,no,4.2,1,5,0,1,Hotel,04-09-2016,11.26.49 AM,3.8,3.5,60.875
Chennai,Chennai,Mount Road,04-09-2016,4,no,4.7,76,11,6,2,Hotel,04-09-2016,11.26.49 AM,4.3,3.2,72
Karnataka,Bangalore,Arekere,04-09-2016,2,no,3.7,1,0,5,0,Hotel,04-09-2016,11.26.49 AM,2.9,1.1,47.375
Tamilnadu,Chennai,ECR - East Coast Road,04-09-2016,2,no,4,7,3,5,0,Hotel,04-09-2016,11.26.49 AM,4,4.1,65.125
Tamil Nadu,Chennai,City Center,04-09-2016,4,no,3.9,9,4,3,2,Hotel,04-09-2016,11.26.49 AM,3.8,3.4,62.25
Rajasthan,Jaipur,Samode,04-09-2016,3,no,5,1,0,0,0,Hotel,04-09-2016,11.26.49 AM,5,5,81.25
Tamil Nadu,Chennai,Chennai Central Railway Station,04-09-2016,1,no,4.1,119,67,40,10,Hotel,04-09-2016,11.26.49 AM,4.1,1.6,62
Tamil Nadu,Chennai,Koyambedu,04-09-2016,4,no,4.4,60,11,6,0,Hotel,04-09-2016,11.26.49 AM,4.3,2.9,69.125
Tamil Nadu,Chennai,Marina Beach area,04-09-2016,3,no,4.2,26,41,15,3,Hotel,04-09-2016,11.26.49 AM,3.9,2.9,62.625
Tamil Nadu,Chennai,T Nagar,04-09-2016,1,no,4.3,29,48,22,12,Hotel,04-09-2016,11.26.49 AM,3.6,2.8,60
New Delhi,New Delhi And NCR,Mahipalpur,04-09-2016,3,no,4.1,17,16,9,3,Hotel,04-09-2016,11.26.49 AM,3.5,2.1,58.625
New Delhi,New Delhi And NCR,Naraina,04-09-2016,4,no,3.9,3,1,2,0,Hotel,04-09-2016,11.26.49 AM,4,1.7,57.125
Delhi,New Delhi And NCR,Greater Kailash II,04-09-2016,4,no,4.7,28,2,1,0,Hotel,04-09-2016,11.26.49 AM,4.2,1.2,67.5
Uttar Pradesh,Lucknow,Charbagh,04-09-2016,3,no,3.5,1,1,2,0,Hotel,04-09-2016,5.51.27 AM,3.3,1.7,52.625
Himachal Pradesh,Manali,Simsa,04-09-2016,3,no,4,0,0,0,0,Hotel,04-09-2016,5.51.27 AM,4,5,71.25
Himachal Pradesh,Manali,Mall Road,04-09-2016,2,no,4.3,52,31,5,0,Hotel,04-09-2016,5.51.27 AM,4.3,3.2,68
Punjab,Ludhiana,G T Road,04-09-2016,2,no,3.9,2,5,1,1,Hotel,04-09-2016,5.51.27 AM,3.5,2.5,57.625
Maharashtra,Mahabaleshwar,Metgutad,04-09-2016,3,no,4.8,75,4,0,0,Hotel,04-09-2016,5.51.27 AM,4.8,3.8,76.25
Uttar Pradesh,Lucknow,Lalkuan,04-09-2016,3,no,4.2,22,2,2,0,Hotel,04-09-2016,5.51.27 AM,3.9,1.9,64.875
Karnataka,Madikeri,Madikeri,04-09-2016,1,no,4.3,2,0,1,0,Hotel,04-09-2016,5.51.27 AM,4.7,3.7,73.125
Punjab,Ludhiana,"Pakhowal Road, Gurdev Nagar",04-09-2016,3,no,4.8,9,3,0,0,Hotel,04-09-2016,5.51.27 AM,4.7,1.6,72.5
Tamil Nadu,Madurai,Melur Road,04-09-2016,3,no,4.7,19,11,2,0,Hotel,04-09-2016,5.51.27 AM,4.2,3.5,68.375
HP,Manali,Central Manali,04-09-2016,3,no,4.1,3,2,3,0,Hotel,04-09-2016,5.51.27 AM,3.6,1.2,57
Himachal Pradesh,Manali,Naggar Road,04-09-2016,3,no,4.2,7,6,1,2,Hotel,04-09-2016,5.51.27 AM,4,3.6,63.5
Himachal Pradesh,Manali,Near Hadimaba Temple,04-09-2016,3,no,4.2,6,1,1,1,Hotel,04-09-2016,5.51.27 AM,4.3,1.1,61.875
Tamil Nadu,Mahabalipuram,east raja street,04-09-2016,2,no,4.4,68,18,4,2,Hotel,04-09-2016,5.51.27 AM,4.4,2.6,68.25
Himachal Pradesh,Manali,Naggar,04-09-2016,4,no,3.6,21,14,14,6,Resort,04-09-2016,5.51.27 AM,3.7,2.6,58.25
Punjab,Ludhiana,Civil Lines,04-09-2016,2,no,3.6,15,12,9,5,Hotel,04-09-2016,5.51.27 AM,3.5,1.5,53.375
Tamilnadu,Mahabalipuram,East Coast Road,04-09-2016,3,no,1.1,30,2,1,0,Hotel,04-09-2016,5.51.27 AM,1,2.9,35.125
Maharashtra,Mahabaleshwar,Mahabaleshwar Panchgani Road,04-09-2016,2,no,3.9,10,10,5,0,Hotel,04-09-2016,5.51.27 AM,4,2.3,62.375
Himachal Pradesh,Manali,Kanyal Road,04-09-2016,4,no,4.8,137,4,4,0,Hotel,04-09-2016,5.51.27 AM,4.8,3.2,75
Himachal Pradesh,Manali,Rangri National HighWay,04-09-2016,3,no,3.2,2,1,1,1,Hotel,04-09-2016,5.51.27 AM,3.8,2.8,58.5
Kerala,Kovalam and Poovar,Chowara,04-09-2016,1,no,4,0,1,0,0,Hotel,04-09-2016,5.51.27 AM,3,3,58.75
kerala,Kumarakom,Kumarakom Boat Jetty,04-09-2016,3,no,3.2,1,3,0,0,Hotel,04-09-2016,5.51.27 AM,4.2,2.5,62.625
Uttar Pradesh,Lucknow,Gomti Nagar,04-09-2016,3,no,3,0,0,1,0,Hotel,04-09-2016,5.51.27 AM,3,1,46.25
Kerala,Kovalam and Poovar,Chowara Kovalam,04-09-2016,2,no,3.1,1,2,6,0,Hotel,04-09-2016,5.51.27 AM,4.1,3,59.25
kerala,Kovalam and Poovar,Kovalam,04-09-2016,3,no,4.8,45,5,0,0,Hotel,04-09-2016,5.51.27 AM,4.4,2.6,69.25
Himachal Pradesh,Manali,Mall Road,04-09-2016,2,no,4.3,37,8,7,1,Hotel,04-09-2016,5.51.27 AM,4.3,2.3,67.375
Maharashtra,Mahabaleshwar,Mahabaleshwar Panchgani Road,04-09-2016,1,no,4.8,21,3,1,0,Hotel,04-09-2016,5.51.27 AM,4.8,3.4,75.75
Uttar Pradesh,Lucknow,Vikas Nagar,04-09-2016,4,no,5,3,0,0,0,Hotel,04-09-2016,5.51.27 AM,5,1.7,68.625
Himachal Pradesh,Manali,Club House Road,04-09-2016,3,yes,4.4,31,25,11,7,Hotel,04-09-2016,5.51.27 AM,4.1,2.8,64
Kerala,Kovalam and Poovar,Kovalam,04-09-2016,3,no,4.6,18,2,1,0,Hotel,04-09-2016,5.51.27 AM,4.6,3.3,73.125
Tamil Nadu,Madurai,Muniyandipuram,04-09-2016,3,no,4.3,2,0,0,0,Hotel,04-09-2016,5.51.27 AM,4.7,4.7,74.375
Tamil Nadu,Mahabalipuram,Ottawadai Street,04-09-2016,3,no,1.5,53,36,32,3,Hotel,04-09-2016,5.51.27 AM,1.2,2.8,30.5
Tamilnadu,Madurai,Tamil Sangam Road,04-09-2016,3,no,4.5,46,3,5,0,Hotel,04-09-2016,5.51.27 AM,4.5,2.7,69.875
Maharashtra,Lavasa,Patharshat,04-09-2016,4,no,4.6,71,24,3,1,Hotel,04-09-2016,5.51.27 AM,4.4,3.2,71.5
West Bengal,Kolkata,Airport Area,12-07-2016,2,yes,4.3,3,1,0,1,Hotel,12-07-2016,12.10.12 AM,3.8,3.4,66.25
Karnataka,Mysore,Hunsur Road,04-09-2016,4,no,4.7,125,22,11,0,Hotel,04-09-2016,6.23.49 AM,4.4,3.1,69.375
Karnataka,Mysore,Ashoka Road,04-09-2016,2,no,4.5,35,10,3,0,Hotel,04-09-2016,6.23.49 AM,4.5,2.3,70.375
Uttar Pradesh,Mathura,Parikrama Marg,04-09-2016,3,no,4.5,111,26,14,3,Hotel,04-09-2016,6.23.49 AM,4.2,2.9,68.625
West Bengal,Mandarmoni,Mandarmani Beach,04-09-2016,2,no,4.6,20,9,7,1,Hotel,04-09-2016,6.23.49 AM,4,3.1,65.875
Uttaranchal,Mussoorie,Jhula Ghar,04-09-2016,2,no,4.7,73,29,14,1,Hotel,04-09-2016,6.23.49 AM,4.1,2.4,67.5
Maharashtra,Nagpur,Wardha Rd,04-09-2016,3,no,0,16,0,1,0,Hotel,04-09-2016,6.23.49 AM,0,1.2,24.5
kerala,Munnar,Mangulam Road,04-09-2016,2,no,4.5,13,4,1,1,Hotel,04-09-2016,6.23.49 AM,4.3,3.4,66.25
Kerala,Munnar,Munnar Road,04-09-2016,2,no,3.1,0,9,6,5,Hotel,04-09-2016,6.23.49 AM,3.1,3.2,49
Uttarakhand,Mussoorie,Central Mussoorie,04-09-2016,2,no,3.4,4,2,7,0,Hotel,04-09-2016,6.23.49 AM,3.1,2.1,46.625
Karnataka,Mysore,Menna Bazzar,04-09-2016,2,no,3.3,8,9,3,2,Hotel,04-09-2016,6.23.49 AM,3.6,2.3,56.875
Uttar Pradesh,Mathura,Masani Bypass Road,04-09-2016,3,no,4.1,6,4,4,1,Hotel,04-09-2016,6.23.49 AM,3.5,3,59.25
Uttarakhand,Mussoorie,Gandhi Chowk,04-09-2016,2,no,4.2,8,1,6,1,Hotel,04-09-2016,6.23.49 AM,3.7,0.5,58.125
Karnataka,Mysore,Mysore KSRTC Bus Station,04-09-2016,2,no,4.3,22,11,26,1,Hotel,04-09-2016,6.23.49 AM,3.2,1.7,53.125
kerala,Munnar,Munnar Road,04-09-2016,3,yes,4.1,8,3,2,3,Hotel,04-09-2016,6.23.49 AM,3.4,3,60.25
Uttrakhand,Mussoorie,"Kulri, The Mall",04-09-2016,2,no,4.6,38,14,16,2,Hotel,04-09-2016,6.23.49 AM,4.2,2.1,65.125
Uttrakhand,Mussoorie,Picture Palace Road,04-09-2016,2,no,4.1,7,2,4,2,Hotel,04-09-2016,6.23.49 AM,4.3,2.9,62.125
Haryana,New Delhi And NCR,Gurgaon,04-09-2016,3,no,4.2,7,9,0,0,Hotel,04-09-2016,10.23.08 AM,4.2,2.2,65.75
Delhi,New Delhi And NCR,Vasant Kunj,04-09-2016,3,no,4.1,2,5,9,0,Hotel,04-09-2016,10.23.08 AM,3.1,2.2,54.25
Goa,Goa,South Goa,04-09-2016,2,no,4.1,5,3,3,0,Guest House,04-09-2016,10.23.08 AM,3.5,3.4,60.75
New Delhi,New Delhi And NCR,Rajouri Garden,04-09-2016,3,no,3.8,13,1,6,0,Hotel,04-09-2016,10.23.08 AM,4,1.2,57.5
Delhi,New Delhi And NCR,South Delhi,04-09-2016,3,no,4.4,3,4,2,0,Hotel,04-09-2016,10.23.08 AM,3.8,2.9,63.625
Haryana,New Delhi And NCR,Gurgaon,04-09-2016,2,no,3,0,0,0,0,Hotel,04-09-2016,10.23.08 AM,5,4,65
New Delhi,New Delhi And NCR,South Delhi,04-09-2016,3,no,4.4,37,6,3,0,Hotel,04-09-2016,10.23.08 AM,4.3,2.4,70.5
UP,New Delhi And NCR,Noida,04-09-2016,3,no,4.7,14,4,3,0,Hotel,04-09-2016,10.23.08 AM,4.1,2,67.5
New Delhi,New Delhi And NCR,South Delhi,04-09-2016,5,no,4.7,138,15,2,1,Hotel,04-09-2016,10.23.08 AM,4.6,1.9,68.875
New Delhi,New Delhi And NCR,Mahipalpur,04-09-2016,3,no,3.7,51,52,120,10,Hotel,04-09-2016,10.23.08 AM,3,2.2,51.75
Delhi,New Delhi And NCR,Mahipalpur,04-09-2016,3,no,2.1,9,13,20,6,Hotel,04-09-2016,10.23.08 AM,1.7,2.8,33.5
Rajasthan,New Delhi And NCR,"Jaipur Naurangpur Highway, Gurgaon",04-09-2016,4,no,4.5,37,9,6,0,Hotel,04-09-2016,10.23.08 AM,4.2,2.9,61.125
delhi,New Delhi And NCR,Greater Noida,04-09-2016,3,no,3,0,1,5,0,Hotel,04-09-2016,10.23.08 AM,2.4,1.7,40.625
Goa,Goa,North Goa,04-09-2016,2,no,3.7,3,4,5,2,Hotel,04-09-2016,10.23.08 AM,3.3,2.5,54.125
Delhi,New Delhi And NCR,Karol Bagh,04-09-2016,3,yes,4,7,7,1,0,Hotel,04-09-2016,10.23.08 AM,3.9,3.6,64
Delhi,New Delhi And NCR,South Delhi,04-09-2016,3,no,4.5,17,2,7,0,Hotel,04-09-2016,10.23.08 AM,4,2.8,66.5
Delhi,New Delhi And NCR,Greater Noida,04-09-2016,4,no,4.2,1,0,2,0,Hotel,04-09-2016,10.23.08 AM,3.4,0.6,54.75
Delhi,New Delhi And NCR,New Delhi Railway Station,04-09-2016,2,no,3.3,1,1,1,0,Hotel,04-09-2016,10.23.08 AM,3.3,2.7,54.875
Delhi,New Delhi And NCR,Karol Bagh,04-09-2016,3,yes,4.4,72,22,39,3,Hotel,04-09-2016,10.23.08 AM,3.9,2.6,57.75
New Delhi,New Delhi And NCR,Karol Bagh,04-09-2016,3,yes,4.2,18,16,22,0,Hotel,04-09-2016,10.23.08 AM,3.5,2.2,56.75
Delhi,New Delhi And NCR,Paharganj,04-09-2016,2,no,4.5,3,1,0,0,Hotel,04-09-2016,10.23.08 AM,4.8,2.2,68.25
New Delhi,New Delhi And NCR,Karol Bagh,04-09-2016,3,no,3.9,20,28,22,9,Hotel,04-09-2016,10.23.08 AM,3.1,2,53.5
Delhi,New Delhi And NCR,Karol Bagh,04-09-2016,1,no,3.7,13,5,6,1,Hotel,04-09-2016,10.23.08 AM,3.9,1.8,59.25
Delhi,New Delhi And NCR,Jasola,04-09-2016,3,yes,5,0,1,1,0,Hotel,04-09-2016,10.23.08 AM,3.3,1.7,58.625
New Delhi,New Delhi And NCR,Dwarka,04-09-2016,5,no,4.2,352,119,41,10,Hotel,04-09-2016,10.23.08 AM,4.1,3.4,67.75
New Delhi,New Delhi And NCR,Noida,04-09-2016,2,no,4.7,5,0,2,0,Hotel,04-09-2016,10.23.08 AM,4.1,3.1,68.375
New Delhi,New Delhi And NCR,Paharganj,04-09-2016,2,no,3.1,3,2,7,7,Hotel,04-09-2016,10.23.08 AM,2.5,2.1,42.125
New Delhi,New Delhi And NCR,Mahipalpur,04-09-2016,2,no,5,0,0,1,0,Hotel,04-09-2016,10.23.08 AM,2,0,45
Utter Pradesh,New Delhi And NCR,Noida,04-09-2016,4,no,4.6,56,20,10,0,Hotel,04-09-2016,10.23.08 AM,4,2.1,67.125
Delhi,New Delhi And NCR,Dwarka,04-09-2016,3,no,3.8,19,9,7,2,Hotel,04-09-2016,10.23.08 AM,4,2.1,57.125
Goa,Goa,South Goa,04-09-2016,3,no,2.8,2,0,2,1,Hotel,04-09-2016,10.23.08 AM,3.6,2.6,53.25
Goa,Goa,North Goa,04-09-2016,4,no,4.6,20,9,2,0,Hotel,04-09-2016,10.23.08 AM,4.2,2.8,65.5
Maharashtra,Goa,North Goa,04-09-2016,2,no,4.4,25,33,22,14,Hotel,04-09-2016,10.23.08 AM,3.4,2.3,56.875
